5	1.24580097198	5	50795	64513	642161
6	1.77731204033	17	273152	886199	134789
7	0.957273006439	3	4828734	5881567	939815
8	4.36770987511	6	23673503	38824111	284693
9	1.0651140213	3	213325554	287277439	211000
10	1.48241496086	3	479472926	2831796377	839172
11	5.81382513046	3	5889414426	52087302559	469968
12	8.12257385254	2	633407334139	891844309283	884442
13	19.6327109337	7	4977517149650	7845849960719	650153
14	51.7418129444	3	73318498551605	89800659531367	985726
15	158.061730146	6	550108624934350	831457962235237	996159
16	431.928995132	2	7020325531393701	7270478234916331	82693
17	1178.88258004	17	19365839568937789	19392986584839121	635987
